gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
HORVU.RGT_PLANET.PROJ.1HG00005610	transcript515	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005620	transcript516	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005630	transcript517	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005650	transcript518	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005660	transcript519	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005670	transcript521	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005680	transcript524	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005700	transcript525	0.00	0.00	0.00	0.06	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005710	transcript526	0.17	0.08	0.31	0.29	0.44	0.23
HORVU.RGT_PLANET.PROJ.1HG00005720	transcript527	0.98	0.62	0.95	0.68	0.72	0.69
HORVU.RGT_PLANET.PROJ.1HG00005740	transcript531	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005770	transcript534	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00005830	transcript539	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006100	transcript544	0.22	0.03	0.17	1.51	1.14	1.94
HORVU.RGT_PLANET.PROJ.1HG00006120	transcript547	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006160	transcript550	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006210	transcript554	0.00	0.00	0.00	0.05	0.11	0.10
HORVU.RGT_PLANET.PROJ.1HG00006250	transcript556	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006260	transcript557	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006320	transcript562	1.25	1.06	2.03	0.78	0.79	0.83
HORVU.RGT_PLANET.PROJ.1HG00006350	transcript565	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006360	transcript566	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006370	transcript568	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006390	transcript571	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006410	transcript572	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006420	transcript573	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006430	transcript574	0.00	0.00	0.12	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006480	transcript583	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006490	transcript584	5.84	5.69	3.76	0.44	0.34	0.53
HORVU.RGT_PLANET.PROJ.1HG00006500	transcript585	0.88	0.61	0.99	0.25	0.20	0.25
HORVU.RGT_PLANET.PROJ.1HG00006520	transcript586	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006530	transcript588	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006540	transcript589	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006550	transcript590	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006560	transcript591	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006580	transcript594	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006600	transcript595	1.06	1.02	1.07	1.62	1.19	1.65
HORVU.RGT_PLANET.PROJ.1HG00006650	transcript598	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006670	transcript599	2.50	1.64	2.18	0.12	0.06	0.06
HORVU.RGT_PLANET.PROJ.1HG00006680	transcript600	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006690	transcript601	0.00	0.00	0.00	0.05	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006710	transcript603	0.24	0.00	0.24	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006730	transcript606	3.64	5.01	9.37	5.12	6.68	1.82
HORVU.RGT_PLANET.PROJ.1HG00006740	transcript607	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006910	transcript617	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006920	transcript618	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006940	transcript620	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00006960	transcript622	0.12	0.99	0.62	0.00	0.25	0.00
HORVU.RGT_PLANET.PROJ.1HG00006990	transcript625	2.91	2.69	4.66	2.25	2.06	1.99
HORVU.RGT_PLANET.PROJ.1HG00007000	transcript626	4.94	3.73	5.84	4.47	3.03	2.81
HORVU.RGT_PLANET.PROJ.1HG00007020	transcript627	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007040	transcript628	0.00	0.00	0.03	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007080	transcript629	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007090	transcript630	0.00	0.00	0.00	0.00	0.00	0.11
HORVU.RGT_PLANET.PROJ.1HG00007110	transcript631	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007120	transcript632	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007170	transcript633	0.06	0.03	0.06	0.21	0.11	0.03
HORVU.RGT_PLANET.PROJ.1HG00007250	transcript635	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007300	transcript636	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007310	transcript638	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007370	transcript639	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007410	transcript642	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007470	transcript648	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007480	transcript649	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007510	transcript650	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007520	transcript651	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007560	transcript655	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007570	transcript656	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007580	transcript657	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007590	transcript659	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007600	transcript660	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007610	transcript661	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007640	transcript663	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007650	transcript664	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007660	transcript665	2.36	0.49	1.18	3.10	2.33	2.17
HORVU.RGT_PLANET.PROJ.1HG00007720	transcript668	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007800	transcript673	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007810	transcript674	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007870	transcript678	2.01	0.00	0.00	0.00	1.86	1.82
HORVU.RGT_PLANET.PROJ.1HG00007880	transcript679	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007920	transcript681	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00007960	transcript684	0.05	0.00	0.10	0.00	0.05	0.00
HORVU.RGT_PLANET.PROJ.1HG00007990	transcript686	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008000	transcript687	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008040	transcript691	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008110	transcript695	0.02	0.00	0.06	0.04	0.01	0.03
HORVU.RGT_PLANET.PROJ.1HG00008250	transcript706	1.64	1.15	3.19	0.87	0.72	0.35
HORVU.RGT_PLANET.PROJ.1HG00008260	transcript707	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008280	transcript708	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008290	transcript709	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008310	transcript710	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008320	transcript711	0.02	0.00	0.02	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008340	transcript713	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008350	transcript714	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008360	transcript716	0.00	0.00	0.00	0.02	0.02	0.02
HORVU.RGT_PLANET.PROJ.1HG00008380	transcript717	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008390	transcript719	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008420	transcript721	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008430	transcript723	0.00	0.03	0.00	0.00	0.00	0.08
HORVU.RGT_PLANET.PROJ.1HG00008440	transcript724	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008460	transcript726	0.32	0.67	0.08	0.07	0.05	0.04
HORVU.RGT_PLANET.PROJ.1HG00008470	transcript727	0.00	0.44	0.38	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008480	transcript728	2.02	1.64	1.76	0.26	0.38	0.30
HORVU.RGT_PLANET.PROJ.1HG00008490	transcript729	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008500	transcript730	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008530	transcript734	0.13	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008540	transcript735	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008550	transcript736	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008560	transcript738	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008580	transcript740	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008630	transcript747	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008640	transcript748	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008650	transcript749	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008670	transcript752	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008700	transcript756	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008710	transcript757	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008740	transcript759	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008760	transcript760	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008780	transcript762	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008790	transcript763	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008870	transcript767	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008900	transcript770	0.07	0.07	0.00	0.02	0.04	0.10
HORVU.RGT_PLANET.PROJ.1HG00008910	transcript771	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00008920	transcript775	1.05	0.00	1.05	0.00	0.00	0.53
HORVU.RGT_PLANET.PROJ.1HG00008980	transcript777	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009000	transcript779	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009010	transcript781	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009040	transcript783	1.22	0.85	1.25	0.59	0.31	0.71
HORVU.RGT_PLANET.PROJ.1HG00009050	transcript784	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009100	transcript786	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009130	transcript787	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009160	transcript790	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009200	transcript791	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009230	transcript794	0.06	0.02	0.00	1.21	1.61	1.14
HORVU.RGT_PLANET.PROJ.1HG00009240	transcript795	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009350	transcript801	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009370	transcript802	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009390	transcript804	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009400	transcript805	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009420	transcript806	3.31	3.14	3.14	2.44	1.70	2.42
HORVU.RGT_PLANET.PROJ.1HG00009430	transcript807	0.44	0.56	0.17	0.72	0.92	1.32
HORVU.RGT_PLANET.PROJ.1HG00009440	transcript808	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009460	transcript810	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009470	transcript811	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009520	transcript815	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009550	transcript818	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009560	transcript819	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009570	transcript820	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009590	transcript822	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009620	transcript824	1.37	1.72	2.20	0.78	0.14	1.08
HORVU.RGT_PLANET.PROJ.1HG00009780	transcript837	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009800	transcript838	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009820	transcript839	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009830	transcript840	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009880	transcript843	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009890	transcript846	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009900	transcript849	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009910	transcript850	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009930	transcript854	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009940	transcript857	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009950	transcript858	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009970	transcript862	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00009980	transcript864	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010010	transcript866	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010020	transcript867	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010070	transcript870	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010120	transcript872	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010160	transcript874	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010170	transcript876	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010180	transcript877	7.87	5.63	9.43	5.54	3.67	4.00
HORVU.RGT_PLANET.PROJ.1HG00010190	transcript878	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010200	transcript879	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010250	transcript881	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010290	transcript890	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010300	transcript891	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010310	transcript892	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010320	transcript894	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010440	transcript905	0.00	0.00	0.00	0.24	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010470	transcript906	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010500	transcript909	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010510	transcript910	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010530	transcript913	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010540	transcript915	5.39	6.23	7.20	1.93	1.17	1.39
HORVU.RGT_PLANET.PROJ.1HG00010550	transcript916	0.01	0.01	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010570	transcript918	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010590	transcript920	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010630	transcript925	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010720	transcript929	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010730	transcript931	0.00	0.00	0.00	0.07	0.14	0.00
HORVU.RGT_PLANET.PROJ.1HG00010740	transcript933	0.07	0.00	0.00	0.07	0.15	0.00
HORVU.RGT_PLANET.PROJ.1HG00010750	transcript934	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010820	transcript937	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010830	transcript938	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010840	transcript939	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010860	transcript940	7.27	5.08	5.81	5.32	3.16	3.95
HORVU.RGT_PLANET.PROJ.1HG00010870	transcript941	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010880	transcript942	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010900	transcript944	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00010920	transcript948	6.05	10.10	7.16	1.47	1.48	1.21
HORVU.RGT_PLANET.PROJ.1HG00010980	transcript951	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011000	transcript953	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011060	transcript960	15.41	11.27	7.95	9.27	5.34	5.18
HORVU.RGT_PLANET.PROJ.1HG00011100	transcript965,transcript966	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011110	transcript967	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011120	transcript968	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011240	transcript972	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011250	transcript973	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011260	transcript974	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011300	transcript979	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011340	transcript983	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011350	transcript984	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011500	transcript993	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011560	transcript998	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011580	transcript1000	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011600	transcript1002	0.00	0.00	0.00	0.00	0.09	0.52
HORVU.RGT_PLANET.PROJ.1HG00011620	transcript1005	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011680	transcript1009	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011690	transcript1010	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011700	transcript1011	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011710	transcript1012	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011730	transcript1013	20.44	18.80	21.19	10.32	4.42	8.48
HORVU.RGT_PLANET.PROJ.1HG00011760	transcript1016	0.00	0.13	0.00	0.03	0.03	0.05
HORVU.RGT_PLANET.PROJ.1HG00011790	transcript1017	0.00	0.00	0.00	0.00	0.05	0.00
HORVU.RGT_PLANET.PROJ.1HG00011800	transcript1018	0.34	0.05	0.34	0.10	0.14	0.20
HORVU.RGT_PLANET.PROJ.1HG00011850	transcript1023	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011880	transcript1027	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011890	transcript1028	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011910	transcript1029	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011920	transcript1030	0.57	0.70	1.05	0.17	0.25	0.07
HORVU.RGT_PLANET.PROJ.1HG00011940	transcript1032	0.95	0.73	1.40	0.98	0.92	0.84
HORVU.RGT_PLANET.PROJ.1HG00011950	transcript1033	0.22	0.13	0.30	0.24	0.51	0.35
HORVU.RGT_PLANET.PROJ.1HG00011970	transcript1034,transcript1035	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00011980	transcript1036	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012010	transcript1038	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012020	transcript1039	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012030	transcript1040	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012040	transcript1041	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012050	transcript1042	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012060	transcript1043	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012080	transcript1047	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012090	transcript1048	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012100	transcript1049	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012120	transcript1051	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012130	transcript1052	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012140	transcript1053	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012170	transcript1055	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012180	transcript1056	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012190	transcript1057	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012200	transcript1058	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012220	transcript1059	0.03	0.00	0.10	0.40	0.22	0.06
HORVU.RGT_PLANET.PROJ.1HG00012250	transcript1061	0.00	0.00	0.00	0.00	0.00	0.00
HORVU.RGT_PLANET.PROJ.1HG00012260	transcript1062	0.00	0.00	0.00	0.00	0.00	0.00
